id,isgene
ORF2>NCRNA4_2063,0
ORF1>NCRNA3_1717,1
ORF3>NCRNA3_2247,0
ORF2>NCRNA4_2042,0
>CDNA3_3969,1
>NCRNA5_2267,0
>CDNA5_1749,1
>CDNA5_7314,1
ORF1>NCRNA3_2173,0
>CDNA3_2207,1
>CDNA5_512,1
ORF3>NCRNA3_3395,0
ORF3>NCRNA5_2249,0
ORF3>NCRNA4_1073,0
ORF3>NCRNA5_3437,0
>NCRNA3_902,1
ORF2>NCRNA5_6752,1
ORF2>NCRNA5_3710,0
>CDNA3_2417,1
>CDNA5_3346,1
>CDNA4_2000,1
>CDNA5_9061,1
ORF1>NCRNA5_32,1
>CDNA3_3573,1
ORF3>NCRNA5_4662,1
>CDNA5_8923,1
>NCRNA4_2025,0
ORF3>NCRNA5_970,0
ORF2>NCRNA5_4879,0
ORF1>NCRNA3_758,0
ORF3>NCRNA5_2928,1
ORF2>NCRNA5_3665,1
>CDNA5_4147,1
ORF3>NCRNA3_3308,0
>CDNA3_3617,1
>CDNA3_2686,1
ORF3>NCRNA5_5805,1
>CDNA5_7153,1
>CDNA5_3004,1
>NCRNA5_777,0
ORF3>NCRNA4_1428,0
ORF2>NCRNA3_2358,0
ORF2>NCRNA5_4059,1
>CDNA5_841,1
>CDNA3_1579,1
ORF1>NCRNA5_784,1
>CDNA5_9117,1
ORF1>NCRNA4_143,0
>CDNA5_4108,1
>CDNA5_4328,1
ORF1>NCRNA4_167,1
ORF3>NCRNA4_2360,0
ORF3>NCRNA3_2581,0
ORF2>NCRNA3_2606,0
ORF2>NCRNA3_2635,0
>CDNA5_4633,1
ORF1>NCRNA5_4945,1
ORF2>NCRNA4_569,0
ORF3>NCRNA5_140,0
>CDNA3_3227,1
ORF3>NCRNA5_6578,0
ORF1>NCRNA5_5299,0
ORF2>NCRNA5_1936,0
ORF2>NCRNA5_1810,0
>CDNA5_6929,1
>CDNA5_8732,1
>CDNA5_4537,1
ORF3>NCRNA5_4686,0
>CDNA5_6867,1
ORF3>NCRNA5_1049,1
ORF2>NCRNA5_5349,0
ORF1>NCRNA5_6616,1
ORF1>NCRNA3_3350,1
>NCRNA5_4641,1
ORF1>NCRNA4_390,0
>CDNA3_247,1
ORF3>NCRNA5_1734,1
>CDNA3_2889,1
ORF2>NCRNA5_3367,1
ORF3>NCRNA5_785,0
ORF1>NCRNA5_3347,0
>CDNA4_1627,1
ORF1>NCRNA5_3210,1
ORF1>NCRNA5_5196,1
ORF1>NCRNA5_6747,1
>CDNA5_7378,1
ORF3>NCRNA3_2941,0
ORF1>NCRNA3_1715,0
>CDNA5_6012,1
>NCRNA3_1907,0
ORF1>NCRNA5_5900,1
>CDNA3_679,1
ORF2>NCRNA5_6189,1
>CDNA5_6096,1
ORF3>NCRNA3_664,1
ORF1>NCRNA4_2327,0
ORF3>NCRNA4_1583,0
ORF2>NCRNA5_4060,0
ORF1>NCRNA3_1659,0
ORF3>NCRNA5_2446,0
ORF3>NCRNA5_6472,0
ORF2>NCRNA5_1540,0
>CDNA5_4743,1
ORF2>NCRNA5_160,1
>CDNA5_1103,1
ORF1>NCRNA5_6116,0
>CDNA5_4741,1
ORF1>NCRNA5_3652,1
>CDNA5_6963,1
ORF1>NCRNA3_2976,0
ORF3>NCRNA5_2099,0
>CDNA3_1479,1
>CDNA4_2459,1
>CDNA5_5543,1
ORF3>CDNA4_1552,1
>CDNA3_3882,1
ORF1>NCRNA5_5265,0
ORF3>NCRNA5_5147,0
ORF3>NCRNA5_4490,1
>CDNA5_3037,1
ORF3>NCRNA4_115,1
>CDNA3_961,1
ORF3>NCRNA5_4325,1
>CDNA5_2029,1
>CDNA3_2970,1
>CDNA5_7108,1
>CDNA5_3218,1
ORF1>NCRNA5_6568,0
>NCRNA5_315,1
ORF1>NCRNA5_4923,0
ORF2>NCRNA4_1926,0
>CDNA4_2489,1
>NCRNA3_632,1
ORF2>NCRNA5_3840,1
ORF3>NCRNA5_3222,0
>NCRNA5_145,0
ORF1>NCRNA5_2830,1
ORF2>NCRNA3_1709,1
>CDNA4_1675,1
>CDNA5_3105,1
ORF2>NCRNA3_186,1
ORF3>NCRNA3_1394,0
>CDNA5_2643,1
ORF2>NCRNA5_4045,0
>CDNA5_1633,1
>CDNA5_3829,1
ORF2>NCRNA5_4730,0
>CDNA5_401,1
>CDNA3_3601,1
>CDNA3_925,1
ORF1>NCRNA4_1116,1
>CDNA3_2537,1
ORF3>NCRNA4_1429,0
>CDNA4_1762,1
ORF2>NCRNA3_2159,0
>CDNA5_4216,1
ORF1>NCRNA3_511,0
>CDNA3_2880,1
>NCRNA4_1727,0
ORF2>NCRNA5_3110,0
>CDNA5_1580,1
ORF3>NCRNA4_1099,0
ORF3>NCRNA3_3194,0
ORF2>NCRNA5_4441,1
>CDNA5_47,1
>CDNA3_2328,1
>CDNA5_8721,1
ORF2>NCRNA4_773,0
>NCRNA5_5571,1
ORF3>NCRNA5_5818,0
>CDNA3_3585,1
ORF3>NCRNA5_1987,1
ORF3>NCRNA5_1197,1
>CDNA3_2901,1
ORF1>NCRNA5_2218,0
ORF1>NCRNA5_1582,0
ORF2>NCRNA5_5590,0
>CDNA3_1059,1
>CDNA5_7979,1
ORF1>NCRNA5_3807,0
ORF3>NCRNA5_304,0
>CDNA5_4201,1
>CDNA3_1533,1
ORF1>NCRNA3_370,0
ORF3>NCRNA5_2317,1
>CDNA5_4561,1
ORF2>NCRNA5_3726,0
>CDNA5_1828,1
ORF1>NCRNA4_1709,0
ORF2>NCRNA5_3156,0
ORF3>NCRNA5_4937,0
ORF2>NCRNA3_1660,0
ORF1>NCRNA5_5651,0
ORF2>NCRNA3_245,1
ORF3>NCRNA4_768,0
>CDNA3_3090,1
ORF3>NCRNA5_4958,1
>NCRNA5_1308,1
>CDNA5_4329,0
>CDNA4_1815,1
ORF2>NCRNA5_5174,1
ORF1>NCRNA5_2600,1
ORF3>NCRNA5_5983,0
ORF3>NCRNA5_3058,0
ORF1>NCRNA4_2182,0
ORF1>NCRNA5_5407,0
>CDNA4_1389,1
ORF1>NCRNA5_2738,0
>CDNA3_3045,1
>CDNA5_934,1
ORF3>NCRNA3_2310,0
ORF3>NCRNA5_1947,1
ORF2>NCRNA4_1321,0
ORF3>NCRNA5_1827,1
ORF3>NCRNA5_208,0
ORF1>NCRNA4_2088,0
>CDNA3_889,1
>CDNA5_1923,1
>CDNA5_2696,1
>CDNA5_7944,1
>CDNA5_7058,1
ORF2>NCRNA5_2821,1
>CDNA5_9094,1
>NCRNA5_2987,0
ORF3>NCRNA5_5592,0
>NCRNA5_1314,1
ORF3>NCRNA5_1415,0
>CDNA5_6956,1
>CDNA3_148,1
>CDNA3_3984,1
>CDNA5_8221,1
ORF3>NCRNA5_4957,1
ORF1>CDNA5_592,1
>CDNA5_8683,1
ORF2>NCRNA5_1567,0
>CDNA5_3851,1
ORF2>NCRNA4_1914,1
ORF2>NCRNA3_3467,0
ORF2>NCRNA5_3118,1
>NCRNA5_4047,1
ORF1>NCRNA3_2731,1
>NCRNA5_4423,0
ORF2>NCRNA5_6354,0
ORF1>NCRNA5_6664,1
>CDNA5_3652,1
ORF3>NCRNA4_1932,0
ORF1>NCRNA5_4490,1
ORF2>NCRNA5_4951,1
ORF1>NCRNA5_1485,0
>NCRNA5_5024,1
ORF2>NCRNA5_2219,0
ORF2>NCRNA3_3099,1
ORF2>NCRNA4_1664,0
>CDNA5_3498,1
>NCRNA3_292,1
ORF1>NCRNA3_2208,0
ORF1>NCRNA4_1828,0
ORF1>NCRNA3_766,0
>CDNA5_4589,1
ORF3>NCRNA5_6448,1
ORF3>NCRNA3_1884,1
>CDNA3_2914,1
>CDNA5_1688,1
ORF2>NCRNA5_3572,1
>CDNA5_7879,1
ORF3>NCRNA5_1696,1
>NCRNA3_173,0
>CDNA5_393,1
ORF1>NCRNA5_219,1
ORF3>NCRNA5_1550,1
ORF3>NCRNA5_1319,1
>CDNA3_2653,0
>CDNA3_3273,1
ORF3>NCRNA3_3179,0
ORF1>NCRNA5_2531,0
ORF3>NCRNA5_2508,1
ORF3>NCRNA5_1801,1
>CDNA4_1148,1
>CDNA3_3953,1
ORF3>NCRNA4_548,0
>NCRNA3_2000,0
>CDNA3_419,1
ORF2>NCRNA5_6,0
ORF2>NCRNA3_3193,0
>CDNA5_5613,1
>NCRNA4_2312,0
ORF2>NCRNA5_2710,0
ORF1>NCRNA5_74,1
ORF1>NCRNA5_2015,0
>CDNA5_4269,1
ORF2>NCRNA5_6521,0
ORF3>NCRNA5_2777,0
ORF2>NCRNA5_5435,0
ORF3>NCRNA3_1658,0
>CDNA5_4659,1
>CDNA5_1587,1
>CDNA5_7258,1
ORF3>NCRNA5_2209,1
ORF3>NCRNA4_352,0
ORF3>NCRNA3_396,0
ORF3>NCRNA4_1132,0
ORF2>NCRNA5_6300,0
>CDNA5_6722,1
>CDNA4_430,1
>NCRNA5_6594,1
>CDNA3_1677,1
>CDNA5_279,1
ORF1>NCRNA5_6176,1
>CDNA4_2814,1
ORF1>NCRNA4_2085,0
ORF3>NCRNA4_1007,1
>CDNA5_4357,1
ORF3>NCRNA4_409,0
ORF3>NCRNA5_3667,1
>CDNA5_7249,1
>CDNA5_7470,1
ORF2>NCRNA5_1189,1
ORF2>NCRNA5_5231,1
>CDNA3_1869,1
ORF2>NCRNA5_4035,0
ORF3>NCRNA3_2603,0
ORF2>NCRNA5_6641,0
ORF3>NCRNA4_812,0
>NCRNA4_553,0
ORF1>CDNA3_4241,0
>CDNA3_691,1
ORF1>NCRNA5_1818,1
ORF1>NCRNA3_228,0
ORF3>NCRNA4_1505,0
>CDNA5_4271,1
ORF2>NCRNA5_3898,0
>CDNA5_485,1
ORF1>NCRNA5_6794,0
ORF1>NCRNA5_840,1
ORF2>NCRNA3_1536,0
>CDNA4_566,1
>CDNA5_8080,1
ORF1>NCRNA3_1132,0
>CDNA5_3852,1
ORF3>NCRNA3_1430,0
ORF3>NCRNA3_3166,0
>CDNA5_8645,1
ORF3>CDNA3_1783,1
ORF3>NCRNA3_2705,0
ORF3>NCRNA5_4568,1
ORF3>NCRNA3_2539,0
>CDNA5_3728,1
>CDNA4_2031,1
>CDNA5_5880,1
ORF2>NCRNA3_2086,0
>CDNA3_620,1
ORF3>NCRNA5_5247,0
ORF2>NCRNA5_1277,0
ORF1>NCRNA4_651,0
ORF1>NCRNA4_1489,1
>CDNA3_4096,1
>CDNA5_1428,1
ORF3>NCRNA5_757,0
>CDNA5_6104,1
>CDNA5_6014,1
ORF3>NCRNA3_2619,1
ORF1>NCRNA5_6209,0
ORF1>NCRNA5_2614,1
>CDNA3_2175,1
>CDNA5_5718,1
ORF1>CDNA3_4081,0
ORF2>NCRNA3_2245,1
ORF3>NCRNA4_804,0
>NCRNA3_1287,0
ORF3>NCRNA5_5234,0
>CDNA5_8981,1
>CDNA4_1027,0
ORF2>NCRNA3_2516,0
ORF1>CDNA3_3620,1
>CDNA5_7267,1
ORF1>NCRNA5_5668,0
>NCRNA5_1883,1
ORF3>NCRNA5_4840,1
>CDNA3_2237,1
ORF3>NCRNA5_1044,0
ORF1>NCRNA5_3990,1
ORF3>NCRNA5_643,1
ORF3>NCRNA5_1861,0
ORF2>NCRNA5_3812,0
>NCRNA3_3225,0
>CDNA3_2528,1
ORF2>NCRNA4_649,0
ORF3>NCRNA4_1560,0
ORF3>NCRNA3_321,0
>CDNA3_3900,1
ORF1>NCRNA3_1936,1
ORF2>NCRNA4_977,0
>CDNA4_1947,1
ORF2>NCRNA5_3275,1
>CDNA5_3591,1
>CDNA4_1459,1
ORF3>NCRNA5_2867,1
ORF1>NCRNA5_1800,1
ORF3>NCRNA5_3011,1
>CDNA5_6305,1
ORF2>NCRNA4_1591,0
>CDNA4_819,1
>CDNA4_1215,1
>CDNA5_8994,1
ORF1>NCRNA5_903,0
ORF2>NCRNA3_1870,0
>CDNA4_509,1
>CDNA5_4794,1
>CDNA5_4953,1
ORF3>NCRNA5_3364,0
>CDNA4_730,1
ORF1>NCRNA5_5108,1
ORF3>NCRNA3_469,0
>CDNA4_1700,1
ORF1>NCRNA5_1880,1
ORF2>NCRNA3_445,0
>CDNA5_4844,1
ORF1>NCRNA5_5583,1
>CDNA5_1889,1
>CDNA5_6144,1
ORF1>NCRNA5_6215,0
>CDNA5_8945,1
>CDNA3_1285,1
ORF3>NCRNA5_3567,0
ORF2>NCRNA3_2417,1
>CDNA5_2359,1
>NCRNA5_1564,1
>CDNA5_3723,1
>CDNA4_1458,1
>NCRNA3_119,0
>NCRNA3_2586,0
>CDNA3_2989,1
>CDNA3_3240,1
ORF1>NCRNA5_6511,1
>CDNA5_6307,1
ORF3>NCRNA3_945,0
>NCRNA5_6085,1
>CDNA5_5469,1
>CDNA3_2752,1
ORF1>NCRNA3_2640,1
>CDNA5_3034,0
ORF3>NCRNA4_760,0
ORF1>NCRNA5_687,1
ORF1>NCRNA5_1183,0
>CDNA5_3983,1
ORF3>NCRNA5_381,1
ORF1>NCRNA5_2231,0
>CDNA4_2241,1
>NCRNA5_4535,0
ORF3>NCRNA5_1727,1
>NCRNA5_1679,0
>CDNA5_3532,1
>CDNA4_1540,1
ORF2>NCRNA3_3061,1
ORF1>NCRNA5_4772,0
>CDNA4_759,1
>CDNA5_8087,1
ORF1>NCRNA5_3058,0
ORF1>NCRNA4_1547,0
ORF3>NCRNA5_3806,0
>CDNA3_700,1
ORF2>NCRNA3_889,0
ORF3>NCRNA5_6125,0
>CDNA3_4237,1
ORF3>NCRNA4_2156,1
>CDNA4_2410,1
ORF2>NCRNA5_6417,1
ORF2>NCRNA3_2647,0
>CDNA5_7609,1
ORF1>NCRNA5_5702,1
ORF1>NCRNA3_1737,1
ORF3>NCRNA3_2062,0
ORF1>NCRNA4_2,0
>NCRNA3_505,0
>CDNA5_4076,1
>NCRNA5_2064,1
>CDNA4_276,1
>CDNA3_809,1
>CDNA5_5726,1
>NCRNA5_4296,1
>CDNA5_2124,1
ORF2>NCRNA3_2374,0
>CDNA5_6924,1
ORF1>NCRNA3_2371,1
>CDNA5_5536,1
>CDNA5_7015,1
ORF1>NCRNA5_605,1
ORF3>NCRNA5_2475,1
>CDNA5_5671,1
>CDNA5_618,1
ORF2>NCRNA5_4611,1
>CDNA3_3870,0
ORF3>NCRNA5_4501,1
>CDNA5_8024,1
ORF3>NCRNA5_383,1
>CDNA3_3580,1
ORF3>NCRNA5_840,1
>CDNA5_3330,1
ORF1>NCRNA3_1100,0
ORF3>NCRNA5_2132,0
>CDNA5_7433,1
ORF2>NCRNA5_3808,0
>CDNA5_8386,1
ORF1>NCRNA4_1695,0
>CDNA4_610,1
ORF2>NCRNA5_1155,0
ORF2>NCRNA5_999,0
>CDNA5_2958,1
ORF1>NCRNA5_4672,0
>NCRNA4_2047,0
>CDNA5_5759,1
ORF1>NCRNA5_2103,1
ORF1>NCRNA5_3154,1
>CDNA4_1326,1
>CDNA5_3934,1
ORF2>NCRNA5_1078,0
>CDNA3_1337,1
ORF3>NCRNA5_5519,1
>CDNA5_3625,1
>CDNA5_580,1
ORF2>NCRNA5_3211,0
>CDNA5_4591,1
ORF3>NCRNA5_5918,1
ORF2>NCRNA5_4420,1
ORF3>NCRNA5_5762,0
>CDNA5_8585,1
ORF2>NCRNA4_1058,0
>CDNA5_9025,1
ORF2>CDNA3_3801,1
ORF1>NCRNA5_2440,0
>NCRNA3_3548,0
>CDNA5_5630,1
ORF1>NCRNA5_3726,1
ORF3>NCRNA3_2481,0
ORF2>NCRNA5_2649,0
>CDNA5_1830,1
ORF1>CDNA3_3627,1
ORF1>NCRNA5_6250,1
>NCRNA3_2383,0
ORF3>NCRNA5_3702,0
>CDNA3_2108,1
>CDNA5_3250,1
ORF2>NCRNA4_860,0
ORF2>NCRNA4_1830,0
ORF2>NCRNA5_3660,0
>CDNA4_1327,1
>NCRNA5_2270,0
>CDNA3_2512,1
>CDNA5_1205,1
ORF3>NCRNA3_846,0
>CDNA3_3743,1
>CDNA5_6582,1
ORF1>CDNA3_202,1
>CDNA5_2798,1
ORF2>NCRNA4_1397,0
ORF1>NCRNA5_4369,1
>CDNA5_701,1
>NCRNA5_6404,0
>CDNA3_592,1
>CDNA5_8871,1
>CDNA3_3645,1
>CDNA5_6452,1
ORF1>NCRNA4_1909,0
ORF3>NCRNA3_1278,0
ORF2>NCRNA5_6788,0
>CDNA5_8731,1
ORF1>NCRNA5_585,0
>CDNA5_6543,1
>NCRNA5_5087,1
>CDNA5_5034,1
>NCRNA5_3794,1
ORF2>NCRNA5_6400,0
ORF3>NCRNA3_2039,1
ORF1>NCRNA3_2330,1
ORF3>NCRNA5_6764,1
>NCRNA4_62,0
ORF2>NCRNA5_754,1
>CDNA5_7033,1
>NCRNA5_721,1
ORF3>NCRNA4_504,0
>NCRNA5_4617,1
ORF1>NCRNA5_603,1
>CDNA4_2477,1
>CDNA5_1478,1
>CDNA5_2641,1
>CDNA5_6108,1
ORF2>NCRNA3_2264,0
>CDNA5_3333,1
ORF3>NCRNA3_1251,0
ORF2>NCRNA5_2552,1
>CDNA5_6873,1
>CDNA3_3647,1
>CDNA5_6603,1
>NCRNA5_4933,0
ORF3>NCRNA3_2117,0
>CDNA5_1278,1
>CDNA5_5674,1
ORF1>NCRNA5_4468,1
>CDNA5_7642,1
ORF2>CDNA5_355,1
ORF2>NCRNA3_2046,0
ORF1>NCRNA4_1413,0
>CDNA3_2079,1
ORF1>NCRNA5_5188,1
ORF1>NCRNA4_1322,0
ORF2>NCRNA4_1818,1
ORF3>NCRNA5_4368,0
>NCRNA4_729,0
ORF2>NCRNA5_4625,0
>CDNA5_2095,1
>NCRNA4_2138,0
>CDNA5_7080,1
>CDNA5_7760,1
ORF1>NCRNA4_1451,0
>CDNA4_559,1
ORF2>NCRNA5_31,1
ORF2>NCRNA5_124,1
ORF2>NCRNA3_33,0
ORF3>NCRNA5_1544,1
>CDNA5_3078,1
ORF3>NCRNA3_1417,1
>CDNA5_8137,1
ORF3>NCRNA5_1474,1
ORF2>NCRNA4_37,0
>NCRNA5_4089,1
